Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",caterpillar in blackgram,recommended for spray Indoxacarb 15.8% SC 1.5gm + teepol 0.5ml + neemoil 3ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,26:17.1
RABI,AGRICULTURE,Others,Others,Weather,weather report for Nagapattinam district,today and tomorrow have cloudy weather and possibility of NO  rain chances (0mm),PUDUCHERRY,KARAIKAL,KARAIKAL,22:25.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Green gram foliar spray,Recommended for spray DAP 2 kg (20 g / lit of  water )/ acre,PUDUCHERRY,KARAIKAL,KARAIKAL,57:05.8
NA,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your Registration process successfully completed.,GOA,GOA SOUTH,MORMUGAO,23:02.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast  ?,"cloudy weather, A few spells of light rain likely.",GOA,GOA SOUTH,MORMUGAO,28:23.1
NA,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,Cloudy Weather  Rainfall Chances Today.,GOA,GOA SOUTH,MORMUGAO,41:00.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast  ?,This Week is Partly Cloudy Light Rainfall CHANCES DURING THIS WEEK.,GOA,GOA SOUTH,CANACONA,31:41.8
KHARIF,AGRICULTURE,Others,Others,Weather,Growth Sprayer?,00 52 34 60 gm + microla 30 ml/ 15 lit water,GOA,GOA SOUTH,SANGUEM,08:02.6
NA,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast  ?,This Week is Mostly Clear Weather No Chances of Rainfall.,GOA,GOA SOUTH,MORMUGAO,20:08.6
KHARIF,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast?,This Week Weather is Cloudy and no possibility of Rainfall.,GOA,GOA SOUTH,MORMUGAO,42:25.4
RABI,AGRICULTURE,Others,Others,Weather,Asking About Weather Forecast ?,"Today's Weather is Partly cloudy, No Possibility of Rain.Temperature-30°c,Humidity-90%",GOA,GOA SOUTH,MORMUGAO,43:20.4
RABI,AGRICULTURE,Fodder Crops,Barseem,Varieties,ASKED FOR BARSEEM VARIETY ?,"BARSEEM VARIETY=- VARDA, J.B.1",GOA,GOA NORTH,BARDEZ,19:10.8
NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",controlling sucking pest?,spray admire 5gm + M-45 30 gm/ 15 liter of water for controlling sucking pest,GOA,GOA NORTH,BARDEZ,15:25.0
RABI,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your Registration process successfully completed,GOA,GOA NORTH,BARDEZ,16:45.9
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Leaf Curl Attack ?,ACTRA 5 GRAM +  00:52:34  – 60 GRAMS + MICROLA – 40 ML + BAVISTIN – 30 GRAMS IN 15 LITER OF WATER,GOA,GOA NORTH,BARDEZ,01:30.4
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",preventive measures for controlling pest in chilli  ?,spray neem ark 30 ml / 15 liter of water for controlling sucking pest on chilli,GOA,GOA NORTH,BARDEZ,01:58.2
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Floriculture,fertilizer,karate @15  mili  /pamp  spray on crop .,GOA,GOA NORTH,BICHOLIM,05:21.3
NA,AGRICULTURE,Others,Others,Government Schemes,ASKING ABOUT GOVERNMENT SCHEMES ?,For gov schemes contact Taluka Agriculture Officer.,GOA,GOA NORTH,BICHOLIM,28:55.5
KHARIF,HORTICULTURE,Plantation Crops,Coconut,Training and Exposure Visits,about cocount information?,"Contact UsShri U.B. Pai KakodeDirectorDirectorate of AgricultureAddress :Krishi Bhavan, Tonca,Caranzalem-Goa-403002Telephone(O) :0832-2465443, 2465845",GOA,GOA NORTH,PONDA,12:00.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,INFORMATION REGARDING TO WEATHER ?,INFORMATION REGARDING TO WEATHER IS NORMAL AND NO CHANCES RAINFALL TODAY ..,GOA,GOA NORTH,SATARI,26:37.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asking about weather forecast?,Today's weather Partly cloudy and Possibility of Rainfall.,GOA,GOA NORTH,SATARI,55:38.7
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Rice fallow pulses time of sowing,recommended for TIME OF SOWING-Third week of January –Second week of February for rice fallow,PUDUCHERRY,KARAIKAL,KARAIKAL,47:08.2
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",blackgram leaf caterpillar management,recommended for neem oil 3 ml + teepol 1 ml /1 litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,09:51.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Suitable paddy varieties for Kuruvai season,"Recommended for ADT 36, ADT 37, ASD 16, ASD 18, MDU 5, IR 50, ADT 43, ADT (R) 45, ADT (R) 47, ADT (R) 48, CO 47, CORH 3",PUDUCHERRY,KARAIKAL,Thirunallar,29:04.1
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram  variety details,"Recommended for black gram  variety :  VBN 3, VBN (Bg) 4, VBN(Bg) 5, VBN 6, Co 6, TMV 1",PUDUCHERRY,KARAIKAL,KARAIKAL,06:12.5
RABI,AGRICULTURE,Millets,Maize (Makka),Cultural Practices,sowing season for maize,recommended for the maize season  :Thaipattam (January - February),PUDUCHERRY,KARAIKAL,Kottucherry,57:55.0
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Market rate for paddy,Recommended for Market rate for paddy BPT Rs 1850-2150 /quintal,PUDUCHERRY,KARAIKAL,KARAIKAL,02:30.8
RABI,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",rhinoceros beetle control in coconut,recommended for apply metaraizium 1kg mixed with Farm yard,PUDUCHERRY,KARAIKAL,KARAIKAL,06:50.3
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,white ponni  market rate details,recommended for white ponni  market rate Rs 2000-2083 / quintal,PUDUCHERRY,KARAIKAL,Thirunallar,19:01.4
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,cotton sowing season and variety,"Recommended for cotton sowing season : Summer – Irrigated (Feb – Mar) and variety :MCU 5, MCU 5 VT, SVPR 2, SVPR 4, Surabhi",PUDUCHERRY,KARAIKAL,Kottucherry,29:33.7
RABI,AGRICULTURE,Others,Others,Weather,Pudukottai weather Report,Recommended for Pudukottai Today No Rain Fall (0.0 mm),PUDUCHERRY,KARAIKAL,Kottucherry,44:45.2
RABI,AGRICULTURE,Millets,Little Millet (Samai/Kutki/kodo-kutki),Seeds,seed availability for millets,recommended for contacting the department of millets 0422-2450507,PUDUCHERRY,KARAIKAL,KARAIKAL,16:09.7
RABI,HORTICULTURE,Flowers,Marigold,"	Plant Protection	",Asking  about Leaf caterpillar management in marigold,Recommneded for spray profenophos  2 ml + neem oil 3 ml + sticking agent 1ml  / litre of water,PUDUCHERRY,KARAIKAL,Thirunallar,07:06.5
RABI,HORTICULTURE,Fruits,Banana,Nutrient Management,banana foliar application,Recommended for spray 19:19:19 50gm / 10lit,PUDUCHERRY,KARAIKAL,KARAIKAL,32:12.9
RABI,HORTICULTURE,Vegetables,Amaranthus/Grain Amaranthus,"	Plant Protection	",white blister in amaranthus,Recommended for spray fosetyl 1.5gm / lit,PUDUCHERRY,KARAIKAL,KARAIKAL,39:04.9
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",Asking about leaf Caterpillar management in black gram,Recommended for spray Chlorpyriphos  2 ml + neem oil 3 ml / litre of water,PUDUCHERRY,KARAIKAL,Thirunallar,43:55.7
RABI,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,coconut fertilizer management for crop more than 5 years,Recommended for apply urea 1.300kg + super phosphate 2kg + pottash 2 kg + neem cake 5kg + farm yard manure 50kg + micro mixture 1kg /tree/year,PUDUCHERRY,KARAIKAL,KARAIKAL,31:45.4
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Fertilizer management for cotton,Recommended  for apply Urea 48 kg + potash 20 kg + micro food 5 kg/ac,PUDUCHERRY,KARAIKAL,KARAIKAL,27:52.7
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,fertilizer use in paddy,recommended for application of Micronutrient mixture at the rate of 5kg per acre mixed with 20 kg of sand.,PUDUCHERRY,KARAIKAL,KARAIKAL,56:39.1
RABI,AGRICULTURE,Others,Others,Cultural Practices,asking about fertilizers price 50 kg Bag,recommended for single super phosphate Rs. 375,PUDUCHERRY,KARAIKAL,Nedungadu,10:44.0
RABI,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",yellow vein mosaic virus in Greengram,Recommended for spray methyldemeton 2ml / lit.,PUDUCHERRY,KARAIKAL,KARAIKAL,35:34.1
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",caterpillar in blackgram,recommended for spray Indoxacarb 15.8% SC 1.5gm + teepol 0.5ml + neemoil 3ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,26:17.1
RABI,AGRICULTURE,Others,Others,Weather,weather report for Nagapattinam district,today and tomorrow have cloudy weather and possibility of NO  rain chances (0mm),PUDUCHERRY,KARAIKAL,KARAIKAL,22:25.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Green gram foliar spray,Recommended for spray DAP 2 kg (20 g / lit of  water )/ acre,PUDUCHERRY,KARAIKAL,KARAIKAL,57:05.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Mealy bug in paddy,Recommended for spray Profenophos 2 ml+ acephate 2 gram /litre of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,09:29.4
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,growth regulators for Cotton,recommended for spray Cotton plus 2.5 kg/ac on Flowering and boll formation stage,PUDUCHERRY,KARAIKAL,KARAIKAL,01:29.8
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",mealy bug in cotton,Recommended for spray profenophos 2 ml + acephate 1g  /lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,53:47.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,growth regulator spray for paddy,recommended for spray GA3 0.5 g/10 lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,00:50.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,zinc deficiency in paddy,Recommended for apply zinc sulphate 5gm / liter of water,PUDUCHERRY,KARAIKAL,KARAIKAL,45:44.8
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Top dressing fertilizer application in Cotton,Recommended for apply Urea-40 kg +Potash -20kg/acre,PUDUCHERRY,KARAIKAL,KARAIKAL,40:00.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",asking for the management of sucking pests in cotton,recommended for the spray of imidacloprid at the rate of 4 gram in 10 litres of water,PUDUCHERRY,KARAIKAL,KARAIKAL,31:48.9
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",asking about cotton whiteflies,recommended for spray imidachloprid - 2 ml/ lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,29:14.0
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asking about Aphids in cotton,Recommended for spray Fipronil 1.5 ml /lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,35:42.9
KHARIF,AGRICULTURE,Others,Others,Weather,asking about Karaikal weather report,Recommended for today have light rain fall,PUDUCHERRY,KARAIKAL,KARAIKAL,22:35.2
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asking about Aphids in cotton,Recommended for spray imidacloprid 17.8 SL : 0.5 ml+neem oil 3ml+teepol 1ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,24:35.8
KHARIF,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Integrated Farming,Asking about nagappatinam veterinary training Centre,Recommended for contact number 04365-224123,PUDUCHERRY,KARAIKAL,KARAIKAL,32:57.8
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,market price of black gram,"recommended for market price of black gram is rs,9670-9929/quintal",PUDUCHERRY,KARAIKAL,KARAIKAL,17:01.4
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Cotton foliar application details,Recommended for snake gourd foliar spray for 19:19:19 5 gm/lit,PUDUCHERRY,KARAIKAL,KARAIKAL,46:50.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,zinc deficiency in paddy,recommended for spray zinc sulphate 5gm/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,40:36.3
KHARIF,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",asking about Rhinoceros beetle coconut,Recommended for Apply mixture of either neem seed powder 100 gm + sand 200 gm (/ palm,PUDUCHERRY,KARAIKAL,KARAIKAL,58:35.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Breeding,Nagapattinam veterinary department contact number,recomended for the contact number : 04365-224123,PUDUCHERRY,KARAIKAL,Nedungadu,41:56.7
KHARIF,HORTICULTURE,Fruits,Banana,"	Plant Protection	",pseudostem weevil in banana,recommended for stem inject monocrotophos 4ml/tree,PUDUCHERRY,KARAIKAL,Thirunallar,09:25.8
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,sowing season for Bhendi,Recommended for sowing Bhendi June - August,PUDUCHERRY,KARAIKAL,Neravy,58:12.7
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,asking about sesamum market rate at ulundurpettai,Recommended for sesamum market rate at ulundurpettai  Rs.6111-6611/ quindal,PUDUCHERRY,KARAIKAL,KARAIKAL,39:32.7
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Asking about Sesame Market rate,Recommended for Sesame Market rate Rs. 5124-8261/quintal.,PUDUCHERRY,KARAIKAL,Thirunallar,45:49.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asked about karaikaal weather report information,recommended for cloudy weather  and possibility of rain fall,PUDUCHERRY,KARAIKAL,KARAIKAL,13:32.6
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,foliar spray in cotton,Recommended for spray 19:19:19 fertilizer g/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,55:30.6
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking about cotton foliar application,Recommended for spray 19:19:19 50 gm / 10 lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,05:24.9
KHARIF,AGRICULTURE,Others,Others,Weather,Weather report for nagapattinam district,Recommended for today having light rain occurring,PUDUCHERRY,KARAIKAL,KARAIKAL,03:09.4
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking about suitable Blackgram varieties (Adipattam),"recommended for VBN (Bg) 4, VBN(Bg) 5, TNAU (Black gram) VBN 7,VBN 8 are suitable",PUDUCHERRY,KARAIKAL,KARAIKAL,06:29.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asking about foliar nutrient spray for cotton,Recommended for spray potassium nitrate 10 gram / litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,29:05.2
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asking about foliar nutrient spray for cotton,Recommended for spray potassium nitrate 10 gram / litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,41:52.6
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",mealy bug in cotton,Recommended for spray  Imidacloprid 0.5 ml + teepol 1 ml/lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,15:47.3
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,Varieties and season of sowing for black gram,"recommended for  Adipattam (July -August) , VBN 1, VBN 2, VBN 3, VBN(Bg) 4 VBN 6 VBN 8",PUDUCHERRY,KARAIKAL,KARAIKAL,08:19.8
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,suitable black gram variety details,"recommended for the black  gram variety  : VBN (Bg) 4, VBN(Bg) 5, TNAU (Black gram) VBN 7",PUDUCHERRY,KARAIKAL,KARAIKAL,24:15.0
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,Asking about Black gram seed availability,recommended for contact number Bhavani 04295-240244,PUDUCHERRY,KARAIKAL,KARAIKAL,25:23.1
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Attack of Thrips and Jassids?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-SyngentaSPRAY M 45 30 GM /15 LITER WATER(mancozeb)Dow Agro,GOA,GOA SOUTH,CANACONA,32:29.7
NA,HORTICULTURE,Vegetables,Chillies,Agriculture Mechanization,FERTILIZER DOSE?,APPLICATION OF 0:52:34 30 GM + MICRONUTRIENT 30 ML / 15 LITRE OF WATER,GOA,GOA SOUTH,CANACONA,27:21.8
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Attack of Aphids,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,GOA,GOA SOUTH,CANACONA,30:45.8
RABI,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Attack of Thrips and Jassids?,Spray Actra 5 gm/15 Liter of Water (Thiomithoxom 25%)-Syngenta,GOA,GOA SOUTH,CANACONA,11:40.2
NA,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Attack of Thrips and Jassids?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,GOA,GOA SOUTH,CANACONA,58:51.3
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,basal fertiliser for blackgram,recommended for apply urea 23kg+super 62.5 kg + potash 8 kg/ac,PUDUCHERRY,PUDUCHERRY,BAHOUR,50:34.3
NA,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about Market rate for paddy,Recommended for Market rate for paddy karaikal Rs 1333-1450 /quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,05:28.9
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,Gingelly foliar spray,Recommended for spray DAP 2 kg (20 g / lit of  water )/ acre at 30th day of planting,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,27:27.1
JAYAD,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Mealy bug control in mango,recommended for spray imidacloprid 1 ml +teepol 1ml/lit of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,52:15.8
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,"	Water Management	",water management for sesame,recommended for Irrigate at sowing and give life irrigation 7 days after sowing,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,19:25.5
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),"	Water Management	",drought management in paddy,Recommended for spray Methylobacterium (PPFM) 10 ml / 1 litre of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,48:01.9
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,varieties of blackgram,recommended for varieties of blackgram ADT5,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,14:37.7
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about paddy market rate,Recommended for Rs 1333-1450/quintal.,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,46:37.4
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,Asked about sesame sowing season,"recommended for sesame sowing season  April may TMV 3, TMV 4, TMV 6, TMV 7, CO 1, VRI (SV) 1, SVPR 1, VRI (SV) 2",PUDUCHERRY,PUDUCHERRY,VILLIANUR,39:38.7
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market rate for paddy,recommended market rate for paddy Thattanchavady rs: 17/kg,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,44:03.3
JAYAD,HORTICULTURE,Flowers,Crossandra,Nutrient Management,Drought management in crossandra,recommended for spray methylobacterium 1 litre /100 litter of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,55:37.4
JAYAD,HORTICULTURE,Fruits,Mango,Cultural Practices,spacing for mango,Recommended for spacing for mango row to row 7 -10m  * plant to plant 7-10 m,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,05:56.0
RABI,HORTICULTURE,Fruits,Mango,Nutrient Management,mango varieties suitable for TAMILNADU,"recommended for Banganapalli, Bangalora, Neelum, Rumani, Mulgoa, Alphonso, Senthura, Kalepad, Imam Pasand.",PUDUCHERRY,PUDUCHERRY,OZHUKARAI,09:11.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Blackgram market rate at thattachavadi,Recommended for Rs. 4497 -11997/ quindal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,21:46.1
RABI,HORTICULTURE,Vegetables,Cucumber,"	Plant Protection	",micronutrient deficiency in cucumber,recommended for foliar spray of micronutrient,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,09:02.3
JAYAD,AGRICULTURE,Others,Others,Cultural Practices,asking about casurina yield information,recommended for casurina yield  Rs  125 to 150 tons per acre,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,33:37.6
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,black gram season and variety,Recommended for black gram season April - May and variety ADT 5,PUDUCHERRY,PUDUCHERRY,MANNADIPET,42:32.8
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,Asking about Black gram seed rate,Recommended for Blackgram seed rate : 8kg / ac,PUDUCHERRY,PUDUCHERRY,MANNADIPET,50:21.4
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about Villupuram paddy market rate,recommended for Villupuram Rs.1141-1223/ quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,14:11.9
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Market rate for Paddy,Recommended Market rate for Paddy at Villupuram is 1141-1223.Rs/Quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,43:49.6
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,IR 50 paddy  seed availability,"recommended for contact  TRRI, Aduthurai 0435-2472098",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,15:05.8
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,sowing season for sesamum,"Recommended for the season is Chithiraipattam Apr- May TMV 3, TMV 4, TMV 6, TMV 7, CO 1,  VRI (SV) 1, SVPR 1, VRI (SV) 2",PUDUCHERRY,PUDUCHERRY,OZHUKARAI,56:16.4
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram season and variety,Recommended for black gram season : april - may and variety : ADT 5,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,59:15.5
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,sowing season and variety for blackgram,Recommended for suitable season is chithiraipattam and variety is ADT5,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,09:24.6
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market price for paddy,recommended for paddy market price Rs.1108-1191/quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,03:56.8
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Black gram sowing season,recommended for the black  gram season  : Chithiraipattam (Summer Irrigated),PUDUCHERRY,PUDUCHERRY,BAHOUR,11:02.8
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / ac,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,57:54.1
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,asking about blackgram season and varities,"recommended for Adipattam (June-August) and VBN (Bg) 4, VBN(Bg) 5, TNAU (Black gram) VBN 7",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,27:56.9
NA,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,asking about black gram ADT 5 duration (Days),Recommended for black gram ADT 5 Duration (Days) : 62 days,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,55:25.7
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,market price of black gram,recommended for market price of black gram is rs.11699-11999/quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,23:16.9
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,green gram market price information,recommended for green gram market price is rs.5929-6239/quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,25:11.4
NA,AGRICULTURE,Others,Others,Weather,asking about pondycherry weather report,recommended for no weather,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,34:18.3
RABI,AGRICULTURE,Others,Others,Market Information,Asking about blackgram market rate at villupuram,recommended for blackgram market rate at villupuram Rs.11699- 11999/ quindal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,34:17.5
JAYAD,HORTICULTURE,Flowers,Marigold,Cultural Practices,asking about marigold thrips,recommended for Spray Fipronil 1.5 ml/ lit of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,25:08.2
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Market rate for paddy ADT 37,Recommended for Thattanchavady market rate : ADT 37 996- 1196 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,19:44.3
NA,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about ADT 37 market rate at thattanchavady,Recommended for Rs.996  - 1196 / quindal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,22:53.4
JAYAD,HORTICULTURE,Fruits,Acid Lime,Cultural Practices,lemon sowing season,recommended for the season  : December – February and June – September.,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,24:37.5
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Leaf folder management in paddy,Recommend for spray chlorpyriphos 2 ml +neem oil 3 ml + sticking agent 0.5 ml / litre of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,12:46.5
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,paddy market price,recommended for the paddy price  :  Rs  1195 -1235 /quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,57:04.6
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Fertilizer Use and Availability,sesame top dressing fertilizer management,Recommended for apply urea 12kg / ac,PUDUCHERRY,PUDUCHERRY,VILLIANUR,26:44.6
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Fertilizer Use and Availability,Leaf webber in sesame,Recommended for spray cholorpyriphos 2ml / lit,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,47:33.1
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Black gram foliar nutrient application,Recommended for Spray DAP 20 gram /lit of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,06:25.8
